split,z0,z1,signed_cost,dz0_dt,dz1_dt
heldout,-0.011999999999999997,-0.072,0.0005301177318560793,0.0015697137689674179,0.018111753019023347
train,-0.011999999999999997,-0.06,0.00033109076903260065,0.0022022782464325985,0.015055372566130654
heldout,-0.011999999999999997,-0.04799999999999999,0.00016888462871023774,0.002823966633314079,0.011975026022459367
train,-0.011999999999999997,-0.03599999999999999,4.378413175244039e-05,0.0034345031638127743,0.00887117631354073
heldout,-0.011999999999999997,-0.023999999999999994,-4.393148791503182e-05,0.0040336137571705954,0.005744291657061584
train,-0.011999999999999997,-0.011999999999999997,-9.398864624376307e-05,0.004621026078455159,0.00259484546794031
heldout,-0.011999999999999997,0.0,-0.00010611947102889124,0.005196469588797381,-0.0005766837118947876
train,-0.011999999999999997,0.01200000000000001,-8.00618628825564e-05,0.005759675612282411,-0.003769812297327313
heldout,-0.011999999999999997,0.02400000000000002,-1.5559555204040787e-05,0.006310377383134114,-0.006984051756087073
train,-0.011999999999999997,0.036000000000000004,8.763782685673044e-05,0.006848310101226218,-0.010218908678971683
heldout,-0.011999999999999997,0.048000000000000015,0.00022977470847119347,0.007373210975381017,-0.013473884878656417
train,-0.011999999999999997,0.06,0.0004110895082286639,0.007884819297754309,-0.016748477454642252
heldout,-0.011999999999999997,0.07200000000000001,0.0006318145822928958,0.008382876483803425,-0.02004217891704574
train,-0.011999999999999997,0.08400000000000002,0.0008921761696094668,0.008867126123912605,-0.023354477239889704
heldout,-0.011999999999999997,0.096,0.0011923943381858607,0.009337314040569478,-0.026684855971848
train,-0.011999999999999997,0.10800000000000001,0.001532682932452685,0.009793188335827097,-0.030032794317291778
heldout,-0.011999999999999997,0.12,0.00191324952171424,0.010234499449035539,-0.03339776723315646
train,0.0,-0.12,0.0018704327953822375,-0.0063674660080725864,0.030770068019381203
heldout,0.0,-0.108,0.0015189570820807186,-0.005686917592118146,0.02780483772280018
train,0.0,-0.096,0.0012032208413709222,-0.005015363702121078,0.024813562548853252
heldout,0.0,-0.08399999999999999,0.000923533963219092,-0.0043530840074246235,0.021796684873398586
train,0.0,-0.072,0.0006802009950438448,-0.003700356827063267,0.018754652733321553
heldout,0.0,-0.06,0.00047352107430698176,-0.0030574590648146938,0.015687919739382217
train,0.0,-0.04799999999999999,0.0003037878620372192,-0.0024246661639582,0.012596945005993732
heldout,0.0,-0.03599999999999999,0.00017128947729483368,-0.0018022520431593136,0.009482193065180056
train,0.0,-0.023999999999999994,7.630843259487374e-05,-0.0011904890426239767,0.006344133794133899
heldout,0.0,-0.011999999999999997,1.912157030214967e-05,-0.0005896478649791703,0.003183242331117331
train,0.0,0.0,0.0,2.4646951146678475e-09,-1.0141887329950805e-09
heldout,0.0,0.01200000000000001,1.9209036861478346e-05,0.0005781946779692682,-0.003205110828408131
train,0.0,0.02400000000000002,7.700814102207243e-05,0.0011446632944278612,-0.006431596700218201
heldout,0.0,0.036000000000000004,0.00017365085797227398,0.0016991446846748026,-0.009678963285852937
train,0.0,0.048000000000000015,0.0003093847599785482,0.0022413771336160515,-0.012946710400973949
heldout,0.0,0.06,0.0004844513885488011,0.0027711008732111964,-0.016234333119480304
train,0.0,0.07200000000000001,0.0006990861979480067,0.003288058149919504,-0.019541321841509696
heldout,0.0,0.08400000000000002,0.0009535184997780943,0.003791993274382399,-0.022867162403905628
train,0.0,0.096,0.001247971408637305,0.004282652667220166,-0.026211336155435028
heldout,0.0,0.10800000000000001,0.0015826617888575756,0.0047597849242575485,-0.029573320050324536
train,0.0,0.12,0.0019578002023470376,0.005223140847054886,-0.03295258673957635
heldout,0.01200000000000001,-0.12,0.0018411441811365878,-0.01161606993732578,0.03145838629620146
train,0.01200000000000001,-0.108,0.0014814592097797327,-0.01092844061828524,0.028484682470242273
heldout,0.01200000000000001,-0.096,0.001157617069378801,-0.010249043201904229,0.025484654640473003
train,0.01200000000000001,-0.08399999999999999,0.000869930991874289,-0.009578155006073619,0.02245874644868362
heldout,0.01200000000000001,-0.072,0.0006187088510715352,-0.008916052096352711,0.01940740726347201
train,0.01200000000000001,-0.06,0.0004042530945557385,-0.00826300924128276,0.016331092075883014
heldout,0.01200000000000001,-0.04799999999999999,0.00022686067654300451,-0.007619299856875816,0.01323026143890127
train,0.01200000000000001,-0.03599999999999999,8.682299167719204e-05,-0.006985195943332023,0.010105381386404932
heldout,0.01200000000000001,-0.023999999999999994,-1.5574190209678707e-05,-0.006360968036189796,0.006956923336576271
train,0.01200000000000001,-0.011999999999999997,-8.005078836979124e-05,-0.005746885151647341,0.0037853640358354035
heldout,0.01200000000000001,0.0,-0.00010633247442135701,-0.005143214718839051,0.000591185458087562
train,0.01200000000000001,0.01200000000000001,-9.415073463279328e-05,-0.004550222553190153,-0.0026251252818743076
heldout,0.01200000000000001,0.02400000000000002,-4.3242931198374246e-05,-0.0039681727731499805,-0.005863075989986921
train,0.01200000000000001,0.036000000000000004,4.6647637508188955e-05,-0.003397327767995506,-0.00912216950976763
heldout,0.01200000000000001,0.048000000000000015,0.00017577167772089147,-0.002837948132328183,-0.012401903779490908
train,0.01200000000000001,0.06,0.00034437384210674743,-0.0022902926144485747,-0.01570177194987199
heldout,0.01200000000000001,0.07200000000000001,0.0005526926726525869,-0.0017546180736127681,-0.019021262442076026
train,0.01200000000000001,0.08400000000000002,0.0008009605446221077,-0.001231179419525219,-0.022359859059295495
heldout,0.01200000000000001,0.096,0.0010894036115912872,-0.0007202295584929352,-0.025717041066131152
train,0.01200000000000001,0.10800000000000001,0.0014182417515743659,-0.00022201935123700167,-0.029092283283516096
heldout,0.01200000000000001,0.12,0.001787688514256501,0.0002632024442839054,-0.03248505618697051
train,0.02400000000000002,-0.12,0.001600009404773492,-0.016808106132748524,0.032153308185955964
heldout,0.02400000000000002,-0.108,0.0012320313670191457,-0.016113590756983154,0.029171892083068585
train,0.02400000000000002,-0.096,0.0008999903688011041,-0.01542654497949103,0.0261638752854787
heldout,0.02400000000000002,-0.08399999999999999,0.0006042029553616074,-0.014747243690937939,0.023129702609314684
train,0.02400000000000002,-0.072,0.0003449802995342671,-0.014075960650949959,0.020069824633317523
heldout,0.02400000000000002,-0.06,0.0001226281329873985,-0.013412968427606309,0.01698469762251298
train,0.02400000000000002,-0.04799999999999999,-6.255332158984495e-05,-0.012758538341373082,0.013874783457157314
heldout,0.02400000000000002,-0.03599999999999999,-0.00021026941735365068,-0.012112940409869655,0.010740549554744128
train,0.02400000000000002,-0.023999999999999994,-0.0003202311492049442,-0.011476443304292427,0.007582468779521179
heldout,0.02400000000000002,-0.011999999999999997,-0.00039215521871434345,-0.010849314276417665,0.0044010193572807665
train,0.02400000000000002,0.0,-0.000425764098057127,-0.010231819118911023,0.0011966848173505795
heldout,0.02400000000000002,0.01200000000000001,-0.0004207860929458934,-0.009624222108983727,-0.0020300461220368327
train,0.02400000000000002,0.02400000000000002,-0.00037695540454725507,-0.009026785949273197,-0.005278679622300331
heldout,0.02400000000000002,0.036000000000000004,-0.00029401219037246407,-0.008439771720658573,-0.008548716811940249
train,0.02400000000000002,0.048000000000000015,-0.00017170262413164494,-0.007863438823696445,-0.011839653876188905
heldout,0.02400000000000002,0.06,-9.778954532316253e-06,-0.007298044934767045,-0.015150982145550884
train,0.02400000000000002,0.07200000000000001,0.00019200043697924218,-0.006743845950285543,-0.01848218818101266
heldout,0.02400000000000002,0.08400000000000002,0.00043387097955331633,-0.006201095930913336,-0.021832753870354438
train,0.02400000000000002,0.096,0.0007160618573578831,-0.005670047054651128,-0.02520215651169444
heldout,0.02400000000000002,0.10800000000000001,0.001038795955092417,-0.00515094956576867,-0.028589868907857863
train,0.02400000000000002,0.12,0.0014022898046101434,-0.004644051720126274,-0.031995359463798945
heldout,0.036000000000000004,-0.12,0.0011463411621222136,-0.02194216423612172,0.03285463580721126
train,0.036000000000000004,-0.108,0.00076998862698964,-0.02124096416450394,0.02986626821771532
heldout,0.036000000000000004,-0.096,0.00042965819530328686,-0.020546471920512843,0.02685102576061027
train,0.036000000000000004,-0.08399999999999999,0.0001256696961769027,-0.019858959912910645,0.023809354298132135
heldout,0.036000000000000004,-0.072,-0.00014166242665412943,-0.019178699527111487,0.02074170551619181
train,0.036000000000000004,-0.06,-0.0003720291842449347,-0.018505961063286502,0.01764853684776968
heldout,0.036000000000000004,-0.04799999999999999,-0.0005651271109184813,-0.017841013684183338,0.014530311391314221
train,0.036000000000000004,-0.03599999999999999,-0.0007206583317870136,-0.01718412536932945,0.011387497831916171
heldout,0.036000000000000004,-0.023999999999999994,-0.0008383306293033715,-0.01653556284897384,0.008220570361094914
train,0.036000000000000004,-0.011999999999999997,-0.0009178575088355373,-0.015895591557457678,0.005030008594364421
heldout,0.036000000000000004,0.0,-0.0009589582632474197,-0.015264475573817382,0.0018162974863011883
train,0.036000000000000004,0.01200000000000001,-0.0009613580364708912,-0.014642477582926805,-0.0014200727541102687
heldout,0.036000000000000004,0.02400000000000002,-0.0009247878860644126,-0.014029858795561179,-0.004678606747576808
train,0.036000000000000004,0.036000000000000004,-0.0008489848447348208,-0.013426878928690655,-0.00795880403164917
heldout,0.036000000000000004,0.048000000000000015,-0.0007336919808200587,-0.012833796126932029,-0.011260159143711146
train,0.036000000000000004,0.06,-0.0005786584577190806,-0.012250866921192927,-0.014582161718401654
heldout,0.036000000000000004,0.07200000000000001,-0.000383639592246951,-0.011678346179821997,-0.017924296563942566
train,0.036000000000000004,0.08400000000000002,-0.00014839691191979865,-0.011116487056428426,-0.021286043770385454
heldout,0.036000000000000004,0.096,0.00012730178885179966,-0.010565540927987005,-0.024666878783441426
train,0.036000000000000004,0.10800000000000001,0.00044368239367344187,-0.010025757356535436,-0.02806627250578897
